id	formattedAddress	zipCode	county	latitude	longitude	propertyType	bedrooms	bathrooms	squareFootage	lotSize	yearBuilt	lastSaleDate	lastSalePrice	price_per_sqft	source	cohort	pulled_at
MLS-894273	894 Kirby Way, El Paso, TX 79928	79928	El Paso	31.71128218	-106.23134		4	3	2057	16988		5/18/2024	397549	193.27	mls	2024	8/10/2026
MLS-902058	396 Coleford Ln Lane, El Paso, TX 79928	79928	El Paso	31.69255664	-106.2386861		4	3	1860	5663		5/21/2024	305320	164.15	mls	2024	8/10/2026
MLS-879490	320 Brud Holland Drive, El Paso, TX 79928	79928	El Paso	31.68894665	-106.1820605		4	3	2002	6098		5/23/2024	352000	175.82	mls	2024	8/10/2026
MLS-884592	853 Harpendem Drive, El Paso, TX 79928	79928	El Paso	31.71029756	-106.2263654		4	3	2057	13068		5/22/2024	402950	195.89	mls	2024	8/10/2026
MLS-898932	248 FARNBOROUGH Street, El Paso, TX 79928	79928	El Paso				4	3	2266	6534		5/24/2024	380000	167.7	mls	2024	8/10/2026
MLS-893881	1341 Sunny Sky Place, El Paso, TX 79928	79928	El Paso	31.73134243	-106.2546899		4	3	2478	5227		5/25/2024	299950	121.05	mls	2024	8/10/2026
MLS-899180	3611 BUXTON Drive, El Paso, TX 79928	79928	El Paso	31.68554956	-106.2109533		4	3	2499	15246		5/30/2024	180000	72.03	mls	2024	8/10/2026
MLS-895640	849 Harpendem Drive, El Paso, TX 79928	79928	El Paso	31.71014577	-106.2261845		4	3	2350	12632		6/1/2024	460950	196.15	mls	2024	8/10/2026
MLS-895731	13649 baja vista Court, El Paso, TX 79928	79928	El Paso	31.67753658	-106.2097309		4	3	2395	6098		6/3/2024	395000	164.93	mls	2024	8/10/2026
MLS-898940	885 Chillington Road, El Paso, TX 79928	79928	El Paso	31.7077371	-106.2303509		4	3	2368	6970		6/4/2024	460950	194.66	mls	2024	8/10/2026
MLS-894043	13376 EMERALD GLASS Drive, El Paso, TX 79928	79928	El Paso				4	3	2135	6098		6/5/2024	328790	154	mls	2024	8/10/2026
MLS-898814	13395 Emerald Glass Drive, El Paso, TX 79928	79928	El Paso				4	3	2395	6098		6/6/2024	395000	164.93	mls	2024	8/10/2026
MLS-891388	13341 Eton Court, El Paso, TX 79928	79928	El Paso	31.70953869	-106.2308213		4	3	2057	9583		6/5/2024	384950	187.14	mls	2024	8/10/2026
MLS-895723	13645 Baja Vista Court, El Paso, TX 79928	79928	El Paso	31.67753623	-106.2098117		4	3	2200	6534		6/25/2024	367500	167.05	mls	2024	8/10/2026
MLS-898096	15201 Composition Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		6/25/2024	259950	162.57	mls	2024	8/10/2026
MLS-866597	336 Blue Valley Drive, El Paso, TX 79928	79928	El Paso	31.69307785	-106.2403099		4	3	2600	9148		6/28/2024	485000	186.54	mls	2024	8/10/2026
MLS-900907	13019 Horizon Boulevard, El Paso, TX 79928	79928	El Paso	31.68349568	-106.210812		4	3	2958	13068		6/28/2024	470000	158.89	mls	2024	8/10/2026
MLS-901656	1005 Summer Lake Street, El Paso, TX 79928	79928	El Paso	31.71164191	-106.2005733		4	3	1701	5227		7/14/2024	247950	145.77	mls	2024	8/10/2026
MLS-884594	901 Chillington Road, El Paso, TX 79928	79928	El Paso				4	3	2350	11326		7/14/2024	458950	195.3	mls	2024	8/10/2026
MLS-891928	12704 Hants Circle, El Paso, TX 79928	79928	El Paso				4	3	2350	11761		7/16/2024	446950	190.19	mls	2024	8/10/2026
MLS-894211	12700 Hants Circle, El Paso, TX 79928	79928	El Paso				4	3	2150	7841		7/15/2024	416414	193.68	mls	2024	8/10/2026
MLS-888698	13449 Highworth, El Paso, TX 79928	79928	El Paso	31.70969266	-106.2274957		4	3	1940	6098		7/22/2024	349950	180.39	mls	2024	8/10/2026
MLS-915452	13841 Carolina Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		6/4/2025	269950	168.82	mls	2025	8/10/2026
MLS-894242	13374 Carterton Avenue, El Paso, TX 79928	79928	El Paso	31.71132057	-106.2291545		4	3	2057	10454		7/26/2024	409950	199.3	mls	2024	8/10/2026
MLS-903474	13844 SUMMER CAMP Court, El Paso, TX 79928	79928	El Paso	31.71211257	-106.2058719		4	3	1932	6970		7/29/2024	306000	158.39	mls	2024	8/10/2026
MLS-904965	1601 TONY HARPER Street, El Paso, TX 79928	79928	El Paso				4	3	2562	11326		8/6/2024	332110	129.63	mls	2024	8/10/2026
MLS-904043	917 Cottage PL, El Paso, TX 79928	79928	El Paso				4	3	2026	6534		8/7/2024	374950	185.07	mls	2024	8/10/2026
MLS-902242	776 Oxfordshire Street, El Paso, TX 79928	79928	El Paso	31.70405234	-106.2191191		4	3	2045	6534		8/17/2024	310000	151.59	mls	2024	8/10/2026
MLS-891420	12801 Fredericksberg Avenue, El Paso, TX 79928	79928	El Paso	31.71130259	-106.2448755		4	3	2057	8276		8/26/2024	392800	190.96	mls	2024	8/10/2026
MLS-894200	801 Croydon Place, El Paso, TX 79928	79928	El Paso				4	3	2057	10890		8/26/2024	450348	218.93	mls	2024	8/10/2026
MLS-907601	905 Pettus Place, El Paso, TX 79928	79928	El Paso	31.71370735	-106.2365431		4	3	2235	13504		8/26/2024	467319	209.09	mls	2024	8/10/2026
MLS-907607	893 Kirkby Way, El Paso, TX 79928	79928	El Paso	31.71132812	-106.231464		4	3	2235	13068		8/26/2024	434619	194.46	mls	2024	8/10/2026
MLS-907610	897 Kirkby Way, El Paso, TX 79928	79928	El Paso	31.71134606	-106.2314524		4	3	2057	7405		8/26/2024	414710	201.61	mls	2024	8/10/2026
MLS-891456	245 Playa Vista Street, El Paso, TX 79928	79928	El Paso	31.67793111	-106.2108484		4	3	2026	6534		8/29/2024	364950	180.13	mls	2024	8/10/2026
MLS-899806	13657 Lancashire Street, El Paso, TX 79928	79928	El Paso	31.70683191	-106.2178725		4	3	2320	5227		8/29/2024	338000	145.69	mls	2024	8/10/2026
MLS-896826	1017 SUMMER LAKE Street, El Paso, TX 79928	79928	El Paso	31.71218276	-106.2005792		4	3	1599	5227		9/3/2024	255000	159.47	mls	2024	8/10/2026
MLS-904970	1617 TONY HARPER Street, El Paso, TX 79928	79928	El Paso				4	3	2562	13504		9/3/2024	337610	131.78	mls	2024	8/10/2026
MLS-891341	12856 Prestbury, El Paso, TX 79928	79928	El Paso	31.71364672	-106.2395298		4	3	2086	6970		9/2/2024	423950	203.24	mls	2024	8/10/2026
MLS-907613	12645 Hants Circle, El Paso, TX 79928	79928	El Paso				4	3	2057	7405		9/2/2024	425246	206.73	mls	2024	8/10/2026
MLS-884590	959 Bromyard Drive, El Paso, TX 79928	79928	El Paso	31.71349238	-106.2335492		4	3	2350	17860		9/2/2024	602997	256.59	mls	2024	8/10/2026
MLS-900343	708 Chatham Place, El Paso, TX 79928	79928	El Paso				4	3	2061	6534		9/5/2024	389950	189.2	mls	2024	8/10/2026
MLS-897145	13728 Villa vista Avenue, El Paso, TX 79928	79928	El Paso	31.67747874	-106.2062101		4	3	2395	6098		9/9/2024	450000	187.89	mls	2024	8/10/2026
MLS-898687	12436 KNIGHTSBRIDGE Drive, El Paso, TX 79928	79928	El Paso	31.70452174	-106.247727		4	3	2060	5663		9/12/2024	295000	143.2	mls	2024	8/10/2026
MLS-894251	917 Bilton Place, El Paso, TX 79928	79928	El Paso				4	3	2026	8276		9/10/2024	368500	181.89	mls	2024	8/10/2026
MLS-903923	936 SANDHURST Place, El Paso, TX 79928	79928	El Paso	31.71033955	-106.1997345		4	3	2193	5227		9/18/2024	317820	144.92	mls	2024	8/10/2026
MLS-899819	1049 Summer House Street, El Paso, TX 79928	79928	El Paso	31.71318849	-106.2060762		4	3	1672	5227		9/24/2024	249000	148.92	mls	2024	8/10/2026
MLS-898793	12801 CHEAM Avenue, El Paso, TX 79928	79928	El Paso				4	3	2259	13068		9/25/2024	507462	224.64	mls	2024	8/10/2026
MLS-903935	13953 LORENZ Avenue, El Paso, TX 79928	79928	El Paso	31.71146093	-106.2006482		4	3	2193	5663		9/30/2024	316380	144.27	mls	2024	8/10/2026
MLS-903934	13896 LOREINA LUZ Avenue, El Paso, TX 79928	79928	El Paso	31.71037233	-106.2029747		4	3	2193	5663		9/30/2024	330380	150.65	mls	2024	8/10/2026
MLS-898316	808 Croydon, El Paso, TX 79928	79928	El Paso				4	3	2235	10454		10/2/2024	452950	202.66	mls	2024	8/10/2026
MLS-906439	1492 Dunlin Place, El Paso, TX 79928	79928	El Paso				4	3	2171	5663		10/1/2024	272271	125.41	mls	2024	8/10/2026
MLS-902839	1224 Terry Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5663		10/9/2024	266950	166.95	mls	2024	8/10/2026
MLS-902878	1204 Terry Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1687	5663		10/8/2024	277950	164.76	mls	2024	8/10/2026
MLS-902835	13972 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		10/8/2024	266950	166.95	mls	2024	8/10/2026
MLS-894270	13333 Cinderford Avenue, El Paso, TX 79928	79928	El Paso	31.70871847	-106.2310176		4	3	2235	11761		10/11/2024	446950	199.98	mls	2024	8/10/2026
MLS-891419	12908 Powick Drive, El Paso, TX 79928	79928	El Paso	31.71584262	-106.2376328		4	3	2177	6534		10/10/2024	429950	197.5	mls	2024	8/10/2026
MLS-904843	12564 BLUE HERON Drive, El Paso, TX 79928	79928	El Paso	31.73889154	-106.2556478		4	3	2600	6098		10/11/2024	357000	137.31	mls	2024	8/10/2026
MLS-902834	13953 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		10/15/2024	266950	166.95	mls	2024	8/10/2026
MLS-902827	13985 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		10/15/2024	264950	165.7	mls	2024	8/10/2026
MLS-906484	700 CODFORD, El Paso, TX 79928	79928	El Paso	31.70195842	-106.2396853		4	3	2246	6534		10/15/2024	342000	152.27	mls	2024	8/10/2026
MLS-899043	18007 CARSON Drive, El Paso, TX 79928	79928	El Paso	31.69322868	-106.2100378		4	3	2250	11761		9/14/2024	285000	126.67	mls	2024	8/10/2026
MLS-904800	12661 MONMOUTH Avenue, El Paso, TX 79928	79928	El Paso				4	3	2525	5663		10/30/2024	360000	142.57	mls	2024	8/10/2026
MLS-901320	12352 STANSBURY Drive, El Paso, TX 79928	79928	El Paso	31.71107913	-106.257085		4	3	2772	6534		10/30/2024	370000	133.48	mls	2024	8/10/2026
MLS-908198	882 Kirkby Way, El Paso, TX 79928	79928	El Paso	31.71122838	-106.2313745		4	3	2057	15682		10/31/2024	465950	226.52	mls	2024	8/10/2026
MLS-902694	13009 Powick Drive, El Paso, TX 79928	79928	El Paso	31.71668075	-106.2356967		4	3	2057	6534		10/31/2024	387950	188.6	mls	2024	8/10/2026
MLS-902733	13373 Coldham Street, El Paso, TX 79928	79928	El Paso	31.71057285	-106.2292007		4	3	2307	10454		10/31/2024	462950	200.67	mls	2024	8/10/2026
MLS-902673	12876 Prestbury Avenue, El Paso, TX 79928	79928	El Paso	31.71351728	-106.2387435		4	3	2086	6970		10/31/2024	419950	201.32	mls	2024	8/10/2026
MLS-908446	1170 SYLVIA AGUILAR Street, El Paso, TX 79928	79928	El Paso	31.7253056	-106.2540236		4	3	2590	5227		11/4/2024	283000	109.27	mls	2024	8/10/2026
MLS-908126	1649 TONY HARPER Street, El Paso, TX 79928	79928	El Paso				4	3	2562	5227		11/1/2024	326660	127.5	mls	2024	8/10/2026
MLS-907797	1205 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		11/1/2024	247950	166.75	mls	2024	8/10/2026
MLS-904579	1209 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-902833	13964 Golden Summer Court, El Paso, TX 79928	79928	El Paso				4	3	1599	5663		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-902837	1208 Terry Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5663		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-902879	1220 Terry Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1687	5663		11/1/2024	279950	165.95	mls	2024	8/10/2026
MLS-904567	1208 Irish Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-904576	1220 Irish Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-902869	13981 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	5227		11/1/2024	279950	165.95	mls	2024	8/10/2026
MLS-902836	13973 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-904572	1312 John Edward Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5663		11/1/2024	264950	165.7	mls	2024	8/10/2026
MLS-904575	1221 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	264950	165.7	mls	2024	8/10/2026
MLS-902832	13952 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1730	6970		11/1/2024	279950	161.82	mls	2024	8/10/2026
MLS-904574	13957 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/1/2024	266950	166.95	mls	2024	8/10/2026
MLS-904138	13989 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6534		11/1/2024	277950	164.76	mls	2024	8/10/2026
MLS-898369	13344 Eton Court, El Paso, TX 79928	79928	El Paso	31.70942512	-106.2307966		4	3	2235	10019		11/6/2024	446950	199.98	mls	2024	8/10/2026
MLS-904608	12404 FURLONG CIR, El Paso, TX 79928	79928	El Paso	31.74330584	-106.2612588		4	3	2196.5	5227		11/4/2024	300000	136.58	mls	2024	8/10/2026
MLS-910430	13300 coldham Street, El Paso, TX 79928	79928	El Paso	31.71133735	-106.232932		4	3	2055	5663		11/4/2024	347152	168.93	mls	2024	8/10/2026
MLS-903826	13296 COLDHAM Street, El Paso, TX 79928	79928	El Paso	31.71141705	-106.2331017		4	3	2031	5663		11/4/2024	347152	170.93	mls	2024	8/10/2026
MLS-901630	13304 COLDHAM Street, El Paso, TX 79928	79928	El Paso	31.71125765	-106.2327622		4	3	2055	5663		11/4/2024	347152	168.93	mls	2024	8/10/2026
MLS-894221	13004 Pontesbury Drive, El Paso, TX 79928	79928	El Paso	31.71585379	-106.2354958		4	3	2107	6098		11/20/2024	407950	193.62	mls	2024	8/10/2026
MLS-908136	1657 TONY HARPER Street, El Paso, TX 79928	79928	El Paso				4	3	2562	5663		11/26/2024	343090	133.91	mls	2024	8/10/2026
MLS-911746	13872 LOREINA LUZ Avenue, El Paso, TX 79928	79928	El Paso	31.71036072	-106.2039617		4	3	2193	4356		11/25/2024	326840	149.04	mls	2024	8/10/2026
MLS-903937	13884 LOREINA LUZ Avenue, El Paso, TX 79928	79928	El Paso	31.71037077	-106.2034995		4	3	2193	5663		11/27/2024	319880	145.86	mls	2024	8/10/2026
MLS-912691	12409 NORTHUMBERG Drive, El Paso, TX 79928	79928	El Paso	31.70581449	-106.2547473		4	3	2661	6534		11/27/2024	482950	181.49	mls	2024	8/10/2026
MLS-902693	13013 Powick Drive, El Paso, TX 79928	79928	El Paso	31.71668936	-106.2356341		4	3	2057	6534		12/3/2024	398950	193.95	mls	2024	8/10/2026
MLS-907795	13944 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		11/30/2024	247950	166.75	mls	2024	8/10/2026
MLS-907751	13921 Carolina Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/30/2024	266950	166.95	mls	2024	8/10/2026
MLS-907755	13952 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/30/2024	266950	166.95	mls	2024	8/10/2026
MLS-902826	13965 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		11/30/2024	266950	166.95	mls	2024	8/10/2026
MLS-907646	886 Kirkby Way, El Paso, TX 79928	79928	El Paso	31.71124631	-106.231363		4	3	2057	7841		12/4/2024	443550	215.63	mls	2024	8/10/2026
MLS-904551	13981 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1730	6534		12/3/2024	279950	161.82	mls	2024	8/10/2026
MLS-895856	12696 Hants Circle, El Paso, TX 79928	79928	El Paso				4	3	2026	6098		12/3/2024	382950	189.02	mls	2024	8/10/2026
MLS-912472	1673 Tony Harper Street, El Paso, TX 79928	79928	El Paso				4	3	2562	5227		12/7/2024	333780	130.28	mls	2024	8/10/2026
MLS-901899	12881 SPETCHLEY Court, El Paso, TX 79928	79928	El Paso	31.7143647	-106.239559		4	3	2638	7841		12/11/2024	506950	192.17	mls	2024	8/10/2026
MLS-896640	13265 Coldham Street, El Paso, TX 79928	79928	El Paso	31.71197041	-106.2339865		4	3	1935	5227		12/14/2024	339950	175.68	mls	2024	8/10/2026
MLS-907796	13961 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		12/14/2024	240500	161.74	mls	2024	8/10/2026
MLS-909713	13901 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6534		12/19/2024	279950	165.95	mls	2024	8/10/2026
MLS-904578	1233 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		12/18/2024	256950	160.69	mls	2024	8/10/2026
MLS-910554	13409 Cinderford Avenue, El Paso, TX 79928	79928	El Paso	31.70896359	-106.2283041		4	3	2100	6098		12/23/2024	369950	176.17	mls	2024	8/10/2026
MLS-896951	901 Alcestor Place, El Paso, TX 79928	79928	El Paso				4	3	2026	7405		12/24/2024	386950	190.99	mls	2024	8/10/2026
MLS-907794	13941 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1600	6534		12/26/2024	249500	155.94	mls	2024	8/10/2026
MLS-909722	13929 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		12/26/2024	266950	166.95	mls	2024	8/10/2026
MLS-902846	13949 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	5227		12/26/2024	269950	160.02	mls	2024	8/10/2026
MLS-909715	13940 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6534		12/26/2024	279950	165.95	mls	2024	8/10/2026
MLS-909721	1356 Summer Enclave Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5663		12/26/2024	266950	166.95	mls	2024	8/10/2026
MLS-909727	13997 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1600	6534		12/26/2024	269950	168.72	mls	2024	8/10/2026
MLS-902830	13976 Golden Summer Court, El Paso, TX 79928	79928	El Paso				4	3	1730	5663		12/26/2024	269950	156.04	mls	2024	8/10/2026
MLS-907754	13944 Carolina Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	4792		12/26/2024	266950	166.95	mls	2024	8/10/2026
MLS-909725	13964 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1600	6534		12/26/2024	269950	168.72	mls	2024	8/10/2026
MLS-907911	12825 Fredericksberg Avenue, El Paso, TX 79928	79928	El Paso	31.7112244	-106.2442239		4	3	1920	7841		12/30/2024	362308	188.7	mls	2024	8/10/2026
MLS-907642	890 Kirkby Way, El Paso, TX 79928	79928	El Paso	31.71126425	-106.2313515		4	3	2350	10019		12/30/2024	483986	205.95	mls	2024	8/10/2026
MLS-898165	12870 Spetchley Court, El Paso, TX 79928	79928	El Paso	31.71427921	-106.2393907		4	3	2026	6098		12/30/2024	382950	189.02	mls	2024	8/10/2026
MLS-897913	908 Alcestor Place, El Paso, TX 79928	79928	El Paso				4	3	2026	6970		12/30/2024	387950	191.49	mls	2024	8/10/2026
MLS-905741	13000 Pontesbury Drive, El Paso, TX 79928	79928	El Paso	31.71584202	-106.2355645		4	3	2107	7405		12/31/2024	433143	205.57	mls	2024	8/10/2026
MLS-907685	12725 Middlesbrough Avenue, El Paso, TX 79928	79928	El Paso				4	3	2057	5663		12/31/2024	408883	198.78	mls	2024	8/10/2026
MLS-884783	13329 Cinderford Avenue, El Paso, TX 79928	79928	El Paso	31.70871364	-106.2310849		4	3	2057	8712		12/31/2024	384950	187.14	mls	2024	8/10/2026
MLS-904376	13404 Bordon Way, El Paso, TX 79928	79928	El Paso	31.70979071	-106.2256666		4	3	2107	7841		12/31/2024	438350	208.04	mls	2024	8/10/2026
MLS-911866	13860 LOREINA LUZ Avenue, El Paso, TX 79928	79928	El Paso	31.7103472	-106.204428		4	3	2193	5663		12/31/2024	309380	141.08	mls	2024	8/10/2026
MLS-909724	13980 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		12/30/2024	266950	166.95	mls	2024	8/10/2026
MLS-909228	13394 Carterton Avenue, El Paso, TX 79928	79928	El Paso	31.71132057	-106.2288734		4	3	2746	7841		12/23/2024	425000	154.77	mls	2024	8/10/2026
MLS-902848	13968 Margaret Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6098		1/10/2025	269950	160.02	mls	2025	8/10/2026
MLS-906160	784 PONTOP HALL Street, El Paso, TX 79928	79928	El Paso	31.70506917	-106.2166721		4	3	2260	5227		1/15/2025	312500	138.27	mls	2025	8/10/2026
MLS-902831	13945 Madero Avenue, El Paso, TX 79928	79928	El Paso				4	3	1730	5227		1/13/2025	269950	156.04	mls	2025	8/10/2026
MLS-909741	13977 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		1/14/2025	247950	166.75	mls	2025	8/10/2026
MLS-909737	13913 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		1/17/2025	266950	166.95	mls	2025	8/10/2026
MLS-909739	13905 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		1/17/2025	247950	166.75	mls	2025	8/10/2026
MLS-907753	13981 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		1/27/2025	266950	166.95	mls	2025	8/10/2026
MLS-907752	13953 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		1/27/2025	268950	168.2	mls	2025	8/10/2026
MLS-908769	453 EMERALD PASS Avenue, El Paso, TX 79928	79928	El Paso	31.69572936	-106.2204967		4	3	2209	6098		1/30/2025	290000	131.28	mls	2025	8/10/2026
MLS-908075	13020 Pontesbury Drive, El Paso, TX 79928	79928	El Paso	31.71588486	-106.2352313		4	3	1920	7841		1/31/2025	377459	196.59	mls	2025	8/10/2026
MLS-904163	13428 COLDHAM Street, El Paso, TX 79928	79928	El Paso	31.71116581	-106.2256682		4	3	2107	10454		1/31/2025	436950	207.38	mls	2025	8/10/2026
MLS-913769	13833 Madero Drive, El Paso, TX 79928	79928	El Paso				4	3	2193	5663		1/31/2025	314340	143.34	mls	2025	8/10/2026
MLS-915367	13885 Summer View Avenue, El Paso, TX 79928	79928	El Paso	31.71864013	-106.203835		4	3	1607	6098		1/27/2025	298000	185.44	mls	2025	8/10/2026
MLS-912191	1053 INDIGO SKY Street, El Paso, TX 79928	79928	El Paso	31.71361949	-106.2069527		4	3	1582	6534		2/7/2025	258000	163.08	mls	2025	8/10/2026
MLS-911872	13852 LOREINA LUZ Avenue, El Paso, TX 79928	79928	El Paso	31.71033896	-106.2046834		4	3	2193	5227		2/7/2025	330000	150.48	mls	2025	8/10/2026
MLS-907786	13973 Summer Valley Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6534		2/8/2025	281950	167.13	mls	2025	8/10/2026
MLS-909738	13985 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		2/11/2025	268950	168.2	mls	2025	8/10/2026
MLS-909701	1360 Summer Enclave Place, El Paso, TX 79928	79928	El Paso				4	3	1600	6970		2/11/2025	271950	169.97	mls	2025	8/10/2026
MLS-891425	12904 Powick Drive, El Paso, TX 79928	79928	El Paso	31.71580472	-106.237662		4	3	2086	6534		2/11/2025	415950	199.4	mls	2025	8/10/2026
MLS-903857	1400 Dylan Place, El Paso, TX 79928	79928	El Paso				4	3	2173	8712		2/18/2025	435950	200.62	mls	2025	8/10/2026
MLS-908376	12460 Knightsbridge Drive, El Paso, TX 79928	79928	El Paso	31.70445812	-106.246583		4	3	2040	5663		2/20/2025	334950	164.19	mls	2025	8/10/2026
MLS-914628	768 Pontop Hall Street, El Paso, TX 79928	79928	El Paso	31.70499804	-106.2166303		4	3	2088	8276		2/18/2025	385000	184.39	mls	2025	8/10/2026
MLS-915352	13804 Carolina Ponce Avenue, El Paso, TX 79928	79928	El Paso				4	3	2193	5663		2/24/2025	313380	142.9	mls	2025	8/10/2026
MLS-903353	12621 Middlesbrough Avenue, El Paso, TX 79928	79928	El Paso				4	3	2026	6098		2/21/2025	387950	191.49	mls	2025	8/10/2026
MLS-907781	1324 John Edward Ponce Place, El Paso, TX 79928	79928	El Paso				4	3	1687	5663		2/24/2025	281950	167.13	mls	2025	8/10/2026
MLS-894236	12632 Middlesbrough Avenue, El Paso, TX 79928	79928	El Paso				4	3	2235	6534		2/7/2025	433758	194.08	mls	2025	8/10/2026
MLS-911514	1225 Night Sky Street, El Paso, TX 79928	79928	El Paso				4	3	1487	5227		2/24/2025	251950	169.44	mls	2025	8/10/2026
MLS-909717	13972 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	6534		2/24/2025	281950	167.13	mls	2025	8/10/2026
MLS-913792	1241 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	6534		2/24/2025	281950	176.33	mls	2025	8/10/2026
MLS-909726	13973 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1600	6534		2/24/2025	271950	169.97	mls	2025	8/10/2026
MLS-911537	1209 Golden Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		2/24/2025	268950	168.2	mls	2025	8/10/2026
MLS-913791	1241 Irish Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	6534		2/24/2025	281950	176.33	mls	2025	8/10/2026
MLS-909714	13917 Victory Sky Avenue, El Paso, TX 79928	79928	El Paso				4	3	1687	5227		2/24/2025	281950	167.13	mls	2025	8/10/2026
MLS-904372	13424 Coldham Street, El Paso, TX 79928	79928	El Paso	31.71116621	-106.2257691		4	3	2307	9148		3/1/2025	466950	202.41	mls	2025	8/10/2026
MLS-908052	12957 Shawbury Drive, El Paso, TX 79928	79928	El Paso	31.71525116	-106.2350513		4	3	2057	8712		2/28/2025	452014	219.74	mls	2025	8/10/2026
MLS-898631	921 Bainford Street, El Paso, TX 79928	79928	El Paso	31.7106303	-106.2050164		4	3	1998	6970		2/28/2025	318450	159.38	mls	2025	8/10/2026
MLS-911533	1205 Night Sky Street, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		3/3/2025	268950	168.2	mls	2025	8/10/2026
MLS-911535	1204 Summer Moon Street, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		3/1/2025	268950	168.2	mls	2025	8/10/2026
MLS-913793	1224 Texas Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	6534		3/1/2025	281950	176.33	mls	2025	8/10/2026
MLS-902845	13972 Golden Summer Court, El Paso, TX 79928	79928	El Paso				4	3	1687	5663		3/1/2025	281950	167.13	mls	2025	8/10/2026
MLS-911528	1204 Golden Summer Place, El Paso, TX 79928	79928	El Paso				4	3	1599	5227		3/4/2025	268950	168.2	mls	2025	8/10/2026
